record_id,crop_id,crop_name,category,state,year,month,month_name,period,harvest_arrivals_t,market_supply_t,demand_t,supply_demand_gap_t,gap_pct,status,modal_price_inr_per_qtl,min_price_inr_per_qtl,max_price_inr_per_qtl,data_flag
2512,C033,Potato,Tuber crop,Tamil Nadu,2022,4,Apr,2022-04,13927.3,18596.2,41295.8,-22699.6,-0.55,Shortag e,2503,2161,3039,ESTIMATED_ MODEL
2513,C033,Potato,Tuber crop,Tamil Nadu,2022,5,May,2022-05,13520.9,18206.6,41295.8,-23089.1,-0.56,Shortag e,2615,2139,3177,ESTIMATED_ MODEL
2514,C033,Potato,Tuber crop,Tamil Nadu,2022,6,Jun,2022-06,14177.1,18835.6,41295.8,-22460.2,-0.54,Shortag e,2518,2059,2930,ESTIMATED_ MODEL
2515,C033,Potato,Tuber crop,Tamil Nadu,2022,7,Jul,2022-07,0.0,5249.2,41295.8,-36046.6,-0.87,Shortag e,2699,2284,3186,ESTIMATED_ MODEL
2516,C033,Potato,Tuber crop,Tamil Nadu,2022,8,Aug,2022-08,0.0,5249.2,41295.8,-36046.6,-0.87,Shortag e,2727,2290,3252,ESTIMATED_ MODEL
2517,C033,Potato,Tuber crop,Tamil Nadu,2022,9,Sep,2022-09,14648.2,19287.0,41295.8,-22008.8,-0.53,Shortag e,2518,2114,3033,ESTIMATED_ MODEL
2518,C033,Potato,Tuber crop,Tamil Nadu,2022,10,Oct,2022-10,13717.0,18394.6,41295.8,-22901.2,-0.55,Shortag e,2607,2227,3168,ESTIMATED_ MODEL
2519,C033,Potato,Tuber crop,Tamil Nadu,2022,11,Nov,2022-11,13798.4,18472.7,41295.8,-22823.1,-0.55,Shortag e,2486,2042,2922,ESTIMATED_ MODEL
2520,C033,Potato,Tuber crop,Tamil Nadu,2022,12,Dec,2022-12,0.0,5249.2,41295.8,-36046.6,-0.87,Shortag e,2590,2137,3050,ESTIMATED_ MODEL
2521,C034,Sweet Potato,Tuber crop,Tamil Nadu,2022,1,Jan,2022-01,7500.2,8880.7,5490.3,3390.5,0.62,Surplus,2508,2039,3013,ESTIMATED_ MODEL
2522,C034,Sweet Potato,Tuber crop,Tamil Nadu,2022,2,Feb,2022-02,7731.3,9106.0,4991.1,4114.9,0.82,Surplus,2481,2181,3004,ESTIMATED_ MODEL
2523,C034,Sweet Potato,Tuber crop,Tamil Nadu,2022,3,Mar,2022-03,7786.0,9159.4,4991.1,4168.3,0.84,Surplus,2487,2235,2935,ESTIMATED_ MODEL
2524,C034,Sweet Potato,Tuber crop,Tamil Nadu,2022,4,Apr,2022-04,8112.6,9477.8,4991.1,4486.7,0.9,Surplus,2374,2096,2701,ESTIMATED_ MODEL
2525,C034,Sweet Potato,Tuber crop,Tamil Nadu,2022,5,May,2022-05,0.0,1568.0,4991.1,-3423.1,-0.69,Shortag e,3157,2827,3802,ESTIMATED_ MODEL
2526,C034,Sweet Potato,Tuber crop,Tamil Nadu,2022,6,Jun,2022-06,0.0,1568.0,4991.1,-3423.1,-0.69,Shortag e,3126,2645,3609,ESTIMATED_ MODEL
2527,C034,Sweet Potato,Tuber crop,Tamil Nadu,2022,7,Jul,2022-07,0.0,1568.0,4991.1,-3423.1,-0.69,Shortag e,3085,2664,3741,ESTIMATED_ MODEL
2528,C034,Sweet Potato,Tuber crop,Tamil Nadu,2022,8,Aug,2022-08,0.0,1568.0,4991.1,-3423.1,-0.69,Shortag e,3140,2574,3687,ESTIMATED_ MODEL
2529,C034,Sweet Potato,Tuber crop,Tamil Nadu,2022,9,Sep,2022-09,7852.9,9224.6,4991.1,4233.4,0.85,Surplus,2510,2127,2963,ESTIMATED_ MODEL
2530,C034,Sweet Potato,Tuber crop,Tamil Nadu,2022,10,Oct,2022-10,7639.3,9016.3,4991.1,4025.2,0.81,Surplus,2524,2186,2932,ESTIMATED_ MODEL
2531,C034,Sweet Potato,Tuber crop,Tamil Nadu,2022,11,Nov,2022-11,8116.9,9482.0,4991.1,4490.8,0.9,Surplus,2506,2045,3131,ESTIMATED_ MODEL
2532,C034,Sweet Potato,Tuber crop,Tamil Nadu,2022,12,Dec,2022-12,7982.1,9350.6,4991.1,4359.5,0.87,Surplus,2386,1912,2943,ESTIMATED_ MODEL
2533,C035,Tapioca/Cassava,Tuber crop,Tamil Nadu,2022,1,Jan,2022-01,260822.1,357153.7,184658.2,172495.5,0.93,Surplus,1057,899,1265,ESTIMATED_ MODEL
2534,C035,Tapioca/Cassava,Tuber crop,Tamil Nadu,2022,2,Feb,2022-02,263298.9,359527.3,184658.2,174869.1,0.95,Surplus,1083,872,1284,ESTIMATED_ MODEL
2535,C035,Tapioca/Cassava,Tuber crop,Tamil Nadu,2022,3,Mar,2022-03,264760.1,360927.6,184658.2,176269.4,0.95,Surplus,1073,910,1193,ESTIMATED_ MODEL
2536,C035,Tapioca/Cassava,Tuber crop,Tamil Nadu,2022,4,Apr,2022-04,268799.2,364798.4,184658.2,180140.2,0.98,Surplus,1047,872,1176,ESTIMATED_ MODEL
2537,C035,Tapioca/Cassava,Tuber crop,Tamil Nadu,2022,5,May,2022-05,247552.3,344436.8,184658.2,159778.6,0.87,Surplus,1088,927,1350,ESTIMATED_ MODEL
2538,C035,Tapioca/Cassava,Tuber crop,Tamil Nadu,2022,6,Jun,2022-06,0.0,107199.2,184658.2,-77459.0,-0.42,Shortag e,1321,1148,1454,ESTIMATED_ MODEL
2539,C035,Tapioca/Cassava,Tuber crop,Tamil Nadu,2022,7,Jul,2022-07,0.0,107199.2,184658.2,-77459.0,-0.42,Shortag e,1293,1060,1599,ESTIMATED_ MODEL
2540,C035,Tapioca/Cassava,Tuber crop,Tamil Nadu,2022,8,Aug,2022-08,260229.5,356585.8,184658.2,171927.6,0.93,Surplus,1027,851,1209,ESTIMATED_ MODEL
2541,C035,Tapioca/Cassava,Tuber crop,Tamil Nadu,2022,9,Sep,2022-09,242111.1,339222.3,184658.2,154564.1,0.84,Surplus,1051,863,1250,ESTIMATED_ MODEL
2542,C035,Tapioca/Cassava,Tuber crop,Tamil Nadu,2022,10,Oct,2022-10,250987.2,347728.6,184658.2,163070.4,0.88,Surplus,1029,829,1190,ESTIMATED_ MODEL
2543,C035,Tapioca/Cassava,Tuber crop,Tamil Nadu,2022,11,Nov,2022-11,264424.6,360606.1,184658.2,175947.9,0.95,Surplus,1063,909,1237,ESTIMATED_ MODEL
2544,C035,Tapioca/Cassava,Tuber crop,Tamil Nadu,2022,12,Dec,2022-12,249794.7,346585.7,184658.2,161927.5,0.88,Surplus,1066,891,1322,ESTIMATED_ MODEL
2545,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2022,1,Jan,2022-01,11790.8,15176.3,7469.3,7707.0,1.03,Surplus,2824,2465,3148,ESTIMATED_ MODEL
2546,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2022,2,Feb,2022-02,12092.8,15465.7,7469.3,7996.4,1.07,Surplus,2804,2434,3434,ESTIMATED_ MODEL
2547,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2022,3,Mar,2022-03,11971.6,15349.6,7469.3,7880.3,1.05,Surplus,2678,2149,3096,ESTIMATED_ MODEL
2548,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2022,4,Apr,2022-04,11112.5,14526.3,7469.3,7057.0,0.94,Surplus,2754,2357,3408,ESTIMATED_ MODEL
2549,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2022,5,May,2022-05,0.0,3876.8,7469.3,-3592.5,-0.48,Shortag e,3505,3100,3856,ESTIMATED_ MODEL
2550,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2022,6,Jun,2022-06,0.0,3876.8,7469.3,-3592.5,-0.48,Shortag e,3461,2780,3978,ESTIMATED_ MODEL
2551,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2022,7,Jul,2022-07,0.0,3876.8,7469.3,-3592.5,-0.48,Shortag e,3607,2921,4296,ESTIMATED_ MODEL
2552,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2022,8,Aug,2022-08,0.0,3876.8,7469.3,-3592.5,-0.48,Shortag e,3517,3144,3934,ESTIMATED_ MODEL
2553,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2022,9,Sep,2022-09,11267.6,14674.9,7469.3,7205.6,0.96,Surplus,2757,2213,3212,ESTIMATED_ MODEL
2554,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2022,10,Oct,2022-10,11851.3,15234.3,7469.3,7765.0,1.04,Surplus,2733,2424,3254,ESTIMATED_ MODEL
2555,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2022,11,Nov,2022-11,10974.2,14393.8,7469.3,6924.5,0.93,Surplus,2855,2435,3179,ESTIMATED_ MODEL
2556,C036,Elephant Foot Yam,Tuber crop,Tamil Nadu,2022,12,Dec,2022-12,11982.7,15360.2,7469.3,7890.9,1.06,Surplus,2757,2481,3379,ESTIMATED_ MODEL
2557,C037,Watermelon,Fruit,Tamil Nadu,2022,1,Jan,2022-01,31695.7,32561.2,19731.3,12829.9,0.65,Surplus,1304,1141,1618,ESTIMATED_ MODEL
2558,C037,Watermelon,Fruit,Tamil Nadu,2022,2,Feb,2022-02,29058.8,29935.3,19731.3,10204.0,0.52,Surplus,1262,1011,1514,ESTIMATED_ MODEL
2559,C037,Watermelon,Fruit,Tamil Nadu,2022,3,Mar,2022-03,29514.3,30388.9,19731.3,10657.6,0.54,Surplus,1277,1054,1469,ESTIMATED_ MODEL
2560,C037,Watermelon,Fruit,Tamil Nadu,2022,4,Apr,2022-04,28693.0,29570.9,25650.6,3920.3,0.15,Surplus,1358,1156,1583,ESTIMATED_ MODEL
2561,C037,Watermelon,Fruit,Tamil Nadu,2022,5,May,2022-05,29792.8,30666.2,25650.6,5015.6,0.2,Surplus,1369,1187,1586,ESTIMATED_ MODEL
2562,C037,Watermelon,Fruit,Tamil Nadu,2022,6,Jun,2022-06,29079.2,29955.6,19731.3,10224.3,0.52,Surplus,1279,1044,1474,ESTIMATED_ MODEL
2563,C037,Watermelon,Fruit,Tamil Nadu,2022,7,Jul,2022-07,30412.6,31283.5,19731.3,11552.2,0.59,Surplus,1306,1144,1568,ESTIMATED_ MODEL
2564,C037,Watermelon,Fruit,Tamil Nadu,2022,8,Aug,2022-08,0.0,997.5,19731.3,-18733.7,-0.95,Shortag e,1588,1364,1883,ESTIMATED_ MODEL
2565,C037,Watermelon,Fruit,Tamil Nadu,2022,9,Sep,2022-09,0.0,997.5,19731.3,-18733.7,-0.95,Shortag e,1609,1376,1889,ESTIMATED_ MODEL
2566,C037,Watermelon,Fruit,Tamil Nadu,2022,10,Oct,2022-10,0.0,997.5,19731.3,-18733.7,-0.95,Shortag e,1616,1408,1804,ESTIMATED_ MODEL
2567,C037,Watermelon,Fruit,Tamil Nadu,2022,11,Nov,2022-11,0.0,997.5,19731.3,-18733.7,-0.95,Shortag e,1631,1327,1811,ESTIMATED_ MODEL
2568,C037,Watermelon,Fruit,Tamil Nadu,2022,12,Dec,2022-12,31160.8,32028.5,19731.3,12297.2,0.62,Surplus,1318,1180,1462,ESTIMATED_ MODEL
2569,C038,Muskmelon,Fruit,Tamil Nadu,2022,1,Jan,2022-01,7242.2,7464.2,4866.5,2597.7,0.53,Surplus,2219,1968,2627,ESTIMATED_ MODEL
2570,C038,Muskmelon,Fruit,Tamil Nadu,2022,2,Feb,2022-02,7512.3,7733.2,4866.5,2866.7,0.59,Surplus,2117,1756,2340,ESTIMATED_ MODEL
2571,C038,Muskmelon,Fruit,Tamil Nadu,2022,3,Mar,2022-03,7823.7,8043.3,4866.5,3176.8,0.65,Surplus,2164,1829,2486,ESTIMATED_ MODEL
2572,C038,Muskmelon,Fruit,Tamil Nadu,2022,4,Apr,2022-04,7932.5,8151.6,5839.8,2311.8,0.4,Surplus,2206,1945,2468,ESTIMATED_ MODEL
2573,C038,Muskmelon,Fruit,Tamil Nadu,2022,5,May,2022-05,7646.8,7867.1,5839.8,2027.3,0.35,Surplus,2278,2026,2829,ESTIMATED_ MODEL
2574,C038,Muskmelon,Fruit,Tamil Nadu,2022,6,Jun,2022-06,7393.6,7615.0,4866.5,2748.5,0.56,Surplus,2136,1755,2469,ESTIMATED_ MODEL
2575,C038,Muskmelon,Fruit,Tamil Nadu,2022,7,Jul,2022-07,7618.8,7839.3,4866.5,2972.8,0.61,Surplus,2111,1726,2514,ESTIMATED_ MODEL
2576,C038,Muskmelon,Fruit,Tamil Nadu,2022,8,Aug,2022-08,0.0,252.2,4866.5,-4614.3,-0.95,Shortag e,2680,2376,2961,ESTIMATED_ MODEL
2577,C038,Muskmelon,Fruit,Tamil Nadu,2022,9,Sep,2022-09,0.0,252.2,4866.5,-4614.3,-0.95,Shortag e,2704,2369,3283,ESTIMATED_ MODEL
2578,C038,Muskmelon,Fruit,Tamil Nadu,2022,10,Oct,2022-10,0.0,252.2,4866.5,-4614.3,-0.95,Shortag e,2738,2390,3393,ESTIMATED_ MODEL
2579,C038,Muskmelon,Fruit,Tamil Nadu,2022,11,Nov,2022-11,0.0,252.2,4866.5,-4614.3,-0.95,Shortag e,2660,2262,2932,ESTIMATED_ MODEL
2580,C038,Muskmelon,Fruit,Tamil Nadu,2022,12,Dec,2022-12,7355.8,7577.3,4866.5,2710.8,0.56,Surplus,2084,1717,2324,ESTIMATED_ MODEL
2581,C039,Papaya,Fruit,Tamil Nadu,2022,1,Jan,2022-01,24376.9,25545.0,24598.9,946.1,0.04,Balance d,1911,1700,2292,ESTIMATED_ MODEL
2582,C039,Papaya,Fruit,Tamil Nadu,2022,2,Feb,2022-02,23924.9,25094.9,24598.9,496.0,0.02,Balance d,1856,1651,2123,ESTIMATED_ MODEL
2583,C039,Papaya,Fruit,Tamil Nadu,2022,3,Mar,2022-03,26605.3,27764.1,24598.9,3165.2,0.13,Surplus,1850,1499,2291,ESTIMATED_ MODEL
2584,C039,Papaya,Fruit,Tamil Nadu,2022,4,Apr,2022-04,23863.1,25033.4,24598.9,434.5,0.02,Balance d,1834,1508,2171,ESTIMATED_ MODEL
2585,C039,Papaya,Fruit,Tamil Nadu,2022,5,May,2022-05,26078.1,27239.1,24598.9,2640.2,0.11,Surplus,1879,1620,2132,ESTIMATED_ MODEL
2586,C039,Papaya,Fruit,Tamil Nadu,2022,6,Jun,2022-06,24301.1,25469.5,24598.9,870.6,0.04,Balance d,1813,1588,2263,ESTIMATED_ MODEL
2587,C039,Papaya,Fruit,Tamil Nadu,2022,7,Jul,2022-07,26614.2,27772.9,24598.9,3174.0,0.13,Surplus,1878,1589,2321,ESTIMATED_ MODEL
2588,C039,Papaya,Fruit,Tamil Nadu,2022,8,Aug,2022-08,26555.0,27714.0,24598.9,3115.2,0.13,Surplus,1834,1563,2148,ESTIMATED_ MODEL
2589,C039,Papaya,Fruit,Tamil Nadu,2022,9,Sep,2022-09,25828.0,26990.1,24598.9,2391.2,0.1,Balance d,1846,1620,2177,ESTIMATED_ MODEL
2590,C039,Papaya,Fruit,Tamil Nadu,2022,10,Oct,2022-10,25883.8,27045.6,24598.9,2446.7,0.1,Balance d,1831,1512,2024,ESTIMATED_ MODEL
2591,C039,Papaya,Fruit,Tamil Nadu,2022,11,Nov,2022-11,23854.3,25024.6,24598.9,425.7,0.02,Balance d,1884,1550,2114,ESTIMATED_ MODEL
2592,C039,Papaya,Fruit,Tamil Nadu,2022,12,Dec,2022-12,26835.2,27993.1,24598.9,3394.2,0.14,Surplus,1858,1613,2253,ESTIMATED_ MODEL
2593,C040,Banana,Fruit,Tamil Nadu,2022,1,Jan,2022-01,331569.6,375438.4,304029.7,71408.7,0.23,Surplus,2730,2363,3206,ESTIMATED_ MODEL
2594,C040,Banana,Fruit,Tamil Nadu,2022,2,Feb,2022-02,333176.2,377025.0,276390.7,100634.3,0.36,Surplus,2586,2227,3123,ESTIMATED_ MODEL
2595,C040,Banana,Fruit,Tamil Nadu,2022,3,Mar,2022-03,328276.3,372186.3,276390.7,95795.7,0.35,Surplus,2659,2328,3015,ESTIMATED_ MODEL
2596,C040,Banana,Fruit,Tamil Nadu,2022,4,Apr,2022-04,321750.2,365741.8,276390.7,89351.1,0.32,Surplus,2636,2151,3046,ESTIMATED_ MODEL
2597,C040,Banana,Fruit,Tamil Nadu,2022,5,May,2022-05,309141.7,353290.9,276390.7,76900.3,0.28,Surplus,2761,2437,3195,ESTIMATED_ MODEL
2598,C040,Banana,Fruit,Tamil Nadu,2022,6,Jun,2022-06,334946.7,378773.3,276390.7,102382.7,0.37,Surplus,2678,2335,3043,ESTIMATED_ MODEL
2599,C040,Banana,Fruit,Tamil Nadu,2022,7,Jul,2022-07,308017.7,352181.0,276390.7,75790.3,0.27,Surplus,2647,2375,3157,ESTIMATED_ MODEL
2600,C040,Banana,Fruit,Tamil Nadu,2022,8,Aug,2022-08,305302.1,349499.3,276390.7,73108.6,0.26,Surplus,2789,2325,3362,ESTIMATED_ MODEL
2601,C040,Banana,Fruit,Tamil Nadu,2022,9,Sep,2022-09,314401.0,358484.5,276390.7,82093.8,0.3,Surplus,2647,2187,3115,ESTIMATED_ MODEL
2602,C040,Banana,Fruit,Tamil Nadu,2022,10,Oct,2022-10,299762.3,344028.7,304029.7,39999.0,0.13,Surplus,2733,2232,3115,ESTIMATED_ MODEL
2603,C040,Banana,Fruit,Tamil Nadu,2022,11,Nov,2022-11,334777.6,378606.4,276390.7,102215.7,0.37,Surplus,2585,2250,3034,ESTIMATED_ MODEL
2604,C040,Banana,Fruit,Tamil Nadu,2022,12,Dec,2022-12,319958.5,363972.5,276390.7,87581.8,0.32,Surplus,2617,2138,2919,ESTIMATED_ MODEL
2605,C041,Guava,Fruit,Tamil Nadu,2022,1,Jan,2022-01,14960.6,16412.4,15254.6,1157.8,0.08,Balance d,3349,2757,3998,ESTIMATED_ MODEL
2606,C041,Guava,Fruit,Tamil Nadu,2022,2,Feb,2022-02,16206.2,17647.7,15254.6,2393.1,0.16,Surplus,3204,2576,3532,ESTIMATED_ MODEL
2607,C041,Guava,Fruit,Tamil Nadu,2022,3,Mar,2022-03,14821.5,16274.5,15254.6,1019.9,0.07,Balance d,3181,2752,3770,ESTIMATED_ MODEL
2608,C041,Guava,Fruit,Tamil Nadu,2022,4,Apr,2022-04,15253.4,16702.8,15254.6,1448.2,0.09,Balance d,3253,2613,3808,ESTIMATED_ MODEL
2609,C041,Guava,Fruit,Tamil Nadu,2022,5,May,2022-05,16463.6,17902.9,15254.6,2648.3,0.17,Surplus,3288,2761,3925,ESTIMATED_ MODEL
2610,C041,Guava,Fruit,Tamil Nadu,2022,6,Jun,2022-06,16138.8,17580.8,15254.6,2326.2,0.15,Surplus,3269,2872,3851,ESTIMATED_ MODEL
2611,C041,Guava,Fruit,Tamil Nadu,2022,7,Jul,2022-07,14920.5,16372.6,15254.6,1118.0,0.07,Balance d,3324,2789,4100,ESTIMATED_ MODEL
2612,C041,Guava,Fruit,Tamil Nadu,2022,8,Aug,2022-08,16332.4,17772.8,15254.6,2518.2,0.17,Surplus,3157,2614,3498,ESTIMATED_ MODEL
2613,C041,Guava,Fruit,Tamil Nadu,2022,9,Sep,2022-09,15713.2,17158.8,15254.6,1904.2,0.12,Surplus,3286,2766,3728,ESTIMATED_ MODEL
2614,C041,Guava,Fruit,Tamil Nadu,2022,10,Oct,2022-10,16380.8,17820.8,15254.6,2566.2,0.17,Surplus,3154,2807,3863,ESTIMATED_ MODEL
2615,C041,Guava,Fruit,Tamil Nadu,2022,11,Nov,2022-11,15916.5,17360.3,15254.6,2105.7,0.14,Surplus,3232,2785,3785,ESTIMATED_ MODEL
2616,C041,Guava,Fruit,Tamil Nadu,2022,12,Dec,2022-12,16069.5,17512.1,15254.6,2257.5,0.15,Surplus,3195,2849,3575,ESTIMATED_ MODEL
2617,C042,Mango,Fruit,Tamil Nadu,2022,1,Jan,2022-01,0.0,6214.3,54829.5,-48615.2,-0.89,Shortag e,5252,4298,5828,ESTIMATED_ MODEL
2618,C042,Mango,Fruit,Tamil Nadu,2022,2,Feb,2022-02,123268.7,128455.7,54829.5,73626.2,1.34,Surplus,3827,3225,4569,ESTIMATED_ MODEL
2619,C042,Mango,Fruit,Tamil Nadu,2022,3,Mar,2022-03,125583.8,130751.5,54829.5,75922.1,1.38,Surplus,3787,3287,4434,ESTIMATED_ MODEL
2620,C042,Mango,Fruit,Tamil Nadu,2022,4,Apr,2022-04,124973.0,130145.9,54829.5,75316.4,1.37,Surplus,3699,3099,4425,ESTIMATED_ MODEL
2621,C042,Mango,Fruit,Tamil Nadu,2022,5,May,2022-05,125896.4,131061.5,54829.5,76232.1,1.39,Surplus,3718,3290,4578,ESTIMATED_ MODEL
2622,C042,Mango,Fruit,Tamil Nadu,2022,6,Jun,2022-06,120184.0,125396.8,54829.5,70567.3,1.29,Surplus,3699,3010,4419,ESTIMATED_ MODEL
2623,C042,Mango,Fruit,Tamil Nadu,2022,7,Jul,2022-07,125809.7,130975.6,54829.5,76146.1,1.39,Surplus,3664,2938,4519,ESTIMATED_ MODEL
2624,C042,Mango,Fruit,Tamil Nadu,2022,8,Aug,2022-08,0.0,6214.3,54829.5,-48615.2,-0.89,Shortag e,5248,4686,6337,ESTIMATED_ MODEL
2625,C042,Mango,Fruit,Tamil Nadu,2022,9,Sep,2022-09,0.0,6214.3,54829.5,-48615.2,-0.89,Shortag e,5399,4428,6128,ESTIMATED_ MODEL
2626,C042,Mango,Fruit,Tamil Nadu,2022,10,Oct,2022-10,0.0,6214.3,54829.5,-48615.2,-0.89,Shortag e,5331,4356,6108,ESTIMATED_ MODEL
2627,C042,Mango,Fruit,Tamil Nadu,2022,11,Nov,2022-11,0.0,6214.3,54829.5,-48615.2,-0.89,Shortag e,5274,4303,5964,ESTIMATED_ MODEL
2628,C042,Mango,Fruit,Tamil Nadu,2022,12,Dec,2022-12,0.0,6214.3,54829.5,-48615.2,-0.89,Shortag e,5406,4415,5970,ESTIMATED_ MODEL
2629,C043,Pomegranate,Fruit,Tamil Nadu,2022,1,Jan,2022-01,5681.6,7162.6,5213.4,1949.2,0.37,Surplus,8221,6791,9066,ESTIMATED_ MODEL
2630,C043,Pomegranate,Fruit,Tamil Nadu,2022,2,Feb,2022-02,5265.8,6757.2,5213.4,1543.8,0.3,Surplus,8107,7058,9879,ESTIMATED_ MODEL
2631,C043,Pomegranate,Fruit,Tamil Nadu,2022,3,Mar,2022-03,5128.7,6623.5,5213.4,1410.1,0.27,Surplus,7961,6577,9369,ESTIMATED_ MODEL
2632,C043,Pomegranate,Fruit,Tamil Nadu,2022,4,Apr,2022-04,5420.0,6907.6,5213.4,1694.2,0.33,Surplus,7961,7054,9323,ESTIMATED_ MODEL
2633,C043,Pomegranate,Fruit,Tamil Nadu,2022,5,May,2022-05,5636.7,7118.8,5213.4,1905.5,0.37,Surplus,8148,6991,9907,ESTIMATED_ MODEL
2634,C043,Pomegranate,Fruit,Tamil Nadu,2022,6,Jun,2022-06,5557.8,7041.9,5213.4,1828.6,0.35,Surplus,7929,7003,9049,ESTIMATED_ MODEL
2635,C043,Pomegranate,Fruit,Tamil Nadu,2022,7,Jul,2022-07,5453.6,6940.4,5213.4,1727.0,0.33,Surplus,8063,6622,9444,ESTIMATED_ MODEL
2636,C043,Pomegranate,Fruit,Tamil Nadu,2022,8,Aug,2022-08,5255.3,6747.0,5213.4,1533.6,0.29,Surplus,7994,6608,9953,ESTIMATED_ MODEL
2637,C043,Pomegranate,Fruit,Tamil Nadu,2022,9,Sep,2022-09,5401.6,6889.6,5213.4,1676.3,0.32,Surplus,7879,6923,9830,ESTIMATED_ MODEL
2638,C043,Pomegranate,Fruit,Tamil Nadu,2022,10,Oct,2022-10,5111.0,6606.3,5213.4,1392.9,0.27,Surplus,7877,6852,8963,ESTIMATED_ MODEL
2639,C043,Pomegranate,Fruit,Tamil Nadu,2022,11,Nov,2022-11,5490.0,6975.8,5213.4,1762.5,0.34,Surplus,7797,6552,9671,ESTIMATED_ MODEL
2640,C043,Pomegranate,Fruit,Tamil Nadu,2022,12,Dec,2022-12,5519.8,7004.9,5213.4,1791.5,0.34,Surplus,7776,6678,9138,ESTIMATED_ MODEL
2641,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2022,1,Jan,2022-01,10062.0,11036.5,10272.9,763.6,0.07,Balance d,3239,2909,3607,ESTIMATED_ MODEL
2642,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2022,2,Feb,2022-02,10821.3,11789.5,10272.9,1516.6,0.15,Surplus,3300,2798,3939,ESTIMATED_ MODEL
2643,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2022,3,Mar,2022-03,10819.5,11787.8,10272.9,1514.8,0.15,Surplus,3282,2744,3822,ESTIMATED_ MODEL
2644,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2022,4,Apr,2022-04,10805.5,11773.9,10272.9,1500.9,0.15,Surplus,3200,2679,3964,ESTIMATED_ MODEL
2645,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2022,5,May,2022-05,11152.8,12118.2,10272.9,1845.3,0.18,Surplus,3266,2648,3645,ESTIMATED_ MODEL
2646,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2022,6,Jun,2022-06,11001.2,11968.0,10272.9,1695.0,0.17,Surplus,3194,2586,3810,ESTIMATED_ MODEL
2647,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2022,7,Jul,2022-07,10008.5,10983.5,10272.9,710.6,0.07,Balance d,3185,2714,3507,ESTIMATED_ MODEL
2648,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2022,8,Aug,2022-08,10553.9,11524.3,10272.9,1251.4,0.12,Surplus,3193,2771,3744,ESTIMATED_ MODEL
2649,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2022,9,Sep,2022-09,10460.9,11432.2,10272.9,1159.2,0.11,Surplus,3328,2953,3840,ESTIMATED_ MODEL
2650,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2022,10,Oct,2022-10,10349.4,11321.5,10272.9,1048.6,0.1,Surplus,3149,2786,3895,ESTIMATED_ MODEL
2651,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2022,11,Nov,2022-11,10528.8,11499.4,10272.9,1226.5,0.12,Surplus,3294,2677,4116,ESTIMATED_ MODEL
2652,C044,Sapota/Chikoo,Fruit,Tamil Nadu,2022,12,Dec,2022-12,10443.5,11414.8,10272.9,1141.9,0.11,Surplus,3187,2780,3940,ESTIMATED_ MODEL
2653,C045,Turmeric,Spice,Tamil Nadu,2022,1,Jan,2022-01,16745.6,23167.2,9032.7,14134.5,1.56,Surplus,8654,7336,9809,ESTIMATED_ MODEL
2654,C045,Turmeric,Spice,Tamil Nadu,2022,2,Feb,2022-02,15598.5,22096.6,9032.7,13063.9,1.45,Surplus,8972,7348,10613,ESTIMATED_ MODEL
2655,C045,Turmeric,Spice,Tamil Nadu,2022,3,Mar,2022-03,16876.1,23289.0,9032.7,14256.3,1.58,Surplus,8442,7560,9323,ESTIMATED_ MODEL
2656,C045,Turmeric,Spice,Tamil Nadu,2022,4,Apr,2022-04,15544.5,22046.1,9032.7,13013.5,1.44,Surplus,8639,7120,10039,ESTIMATED_ MODEL
2657,C045,Turmeric,Spice,Tamil Nadu,2022,5,May,2022-05,16832.1,23247.9,9032.7,14215.2,1.57,Surplus,8436,7163,10384,ESTIMATED_ MODEL
2658,C045,Turmeric,Spice,Tamil Nadu,2022,6,Jun,2022-06,15108.3,21639.0,9032.7,12606.3,1.4,Surplus,9062,7775,10089,ESTIMATED_ MODEL
2659,C045,Turmeric,Spice,Tamil Nadu,2022,7,Jul,2022-07,0.0,7538.0,9032.7,-1494.7,-0.17,Shortag e,11691,9547,14239,ESTIMATED_ MODEL
